path,ext,size,status,rationale
CHANGELOG_v4_1_1.md,.md,561,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_30.md,.md,596,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
egyptology.html,.html,2321,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
README-INTEGRATION.txt,.txt,471,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
TEST_REPORT_v4_3_63.md,.md,2053,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
kakawin-ramayana.html,.html,5956,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
praxis.js,.js,33155,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
library-active-i18n.js,.js,12933,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
TEST_REPORT_v4_3_15.md,.md,1254,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_20.md,.md,588,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
knowledge-laws-galaxy.html,.html,3355,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
media-library.css,.css,1021,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
ovadia-yosef.html,.html,5707,REVIEW_EXTERNAL_REFERENCES,license-marker:CC; 2 external URL(s)
luxdot-radio.css,.css,2442,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
jain.html,.html,7637,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
CHANGELOG_v4_3_79.md,.md,837,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
brabant-network-context.js,.js,2230,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_29.md,.md,923,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
LANGUAGE_LEGACY_BASELINE.json,.json,2678,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
shaam-breda.js,.js,39960,REVIEW_EXTERNAL_REFERENCES,21 external URL(s)
TEST_REPORT_v4_3_125.md,.md,436,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
knowledge-graph.json,.json,113370,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
TEST_REPORT_v4_3_0.md,.md,2445,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_14_4.md,.md,474,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
home.html,.html,8785,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_11.md,.md,593,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v2_9_3.md,.md,1027,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_106.md,.md,772,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
gematria-method-lab.html,.html,7925,REVIEW_EXTERNAL_REFERENCES,3 external URL(s)
luxdot-research-experience-v4150.css,.css,2442,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
TEST_REPORT_v4_3_9.md,.md,1919,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
TEST_REPORT_v4_3_97_RESEARCH_LANGUAGE_QA.md,.md,3217,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
edith-stein.html,.html,23684,REVIEW_EXTERNAL_REFERENCES,license-marker:CC; 7 external URL(s); rights/license wording detected
development-live.html,.html,2465,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
alphen-before-alphen.js,.js,40912,REVIEW_EXTERNAL_REFERENCES,6 external URL(s)
QA_LANGUAGE_INTEGRITY.py,.py,1065,REVIEW,unclassified file type
withagen-jansen-dekoning.html,.html,13675,REVIEW_EXTERNAL_REFERENCES,15 external URL(s)
stazzema-memory.html,.html,8301,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
page-translations.js,.js,3540,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
chosen-hypothesis.html,.html,11153,REVIEW_EXTERNAL_REFERENCES,5 external URL(s)
research-context.js,.js,4242,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
luxdot-typography-density.js,.js,472,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
TEST_REPORT_v4_3_28.md,.md,2338,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
memory-submit.html,.html,718,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
TEST_REPORT_v4_3_108.md,.md,1911,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected; rights/license wording detected
serat-wedhatama.html,.html,5939,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
CHANGELOG_v4_3_99.md,.md,144,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_119.md,.md,709,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
janssen-family.html,.html,16644,REVIEW_EXTERNAL_REFERENCES,4 external URL(s)
chosen-dual.css,.css,2879,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
calendar.html,.html,197134,REVIEW_EXTERNAL_REFERENCES,62 external URL(s); rights/license wording detected
TEST_REPORT_v4_3_123.md,.md,364,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
luxdot-global-language.css,.css,967,REVIEW_EXTERNAL_REFERENCES,1 external URL(s)
TEST_REPORT_v4_3_107.md,.md,546,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_16_2.md,.md,658,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_73.md,.md,443,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
new-testament.html,.html,6817,REVIEW_EXTERNAL_REFERENCES,10 external URL(s); rights/license wording detected
withagen-wwii.html,.html,13106,REVIEW_EXTERNAL_REFERENCES,20 external URL(s)
CHANGELOG_v4_3_35.md,.md,504,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
alphen-before-alphen.css,.css,7870,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
TEST_REPORT_v4_3_45.md,.md,674,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_12_0.md,.md,872,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
ter-brake-cadastral-investigation.html,.html,17564,REVIEW_EXTERNAL_REFERENCES,9 external URL(s)
sacred-book.js,.js,3272,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
humanitarian-day-memory.html,.html,15953,REVIEW_EXTERNAL_REFERENCES,3 external URL(s)
origin-reader.html,.html,2363,REVIEW_EXTERNAL_REFERENCES,1 external URL(s); rights/license wording detected
CHANGELOG_v4_3_28.md,.md,1044,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
TEST_REPORT_v4_12_0.md,.md,338,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
witness-stream.html,.html,1969,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
deploy-marker.json,.json,168,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
luria-vital-redemption.html,.html,4567,REVIEW_EXTERNAL_REFERENCES,1 external URL(s)
scientific-revolutions-reader.html,.html,2496,REVIEW_EXTERNAL_REFERENCES,1 external URL(s); rights/license wording detected
_headers,,316,REVIEW,unclassified file type
CHANGELOG_v4_3_62.md,.md,813,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_22.md,.md,273,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_36.md,.md,664,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
chosen-falsification.html,.html,9296,REVIEW_EXTERNAL_REFERENCES,5 external URL(s)
witness-i18n.json,.json,36313,LIKELY_PROJECT_AUTHORED,license-marker:MIT; local text/code; no external URL detected
CHANGELOG_v4_3_116.md,.md,853,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
TEST_REPORT_v4_3_113.md,.md,704,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
polleke-mummy-cat.html,.html,11020,REVIEW_EXTERNAL_REFERENCES,10 external URL(s)
memory.html,.html,5128,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
TEST_REPORT_v4_13_0.md,.md,769,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
luxdot-research-standard.schema.json,.json,3445,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
TEST_REPORT_v4_4_2.md,.md,281,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
scripture-reader-v43108.css,.css,2014,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
witness.html,.html,8051,REVIEW_EXTERNAL_REFERENCES,3 external URL(s)
CHANGELOG_v4_3_102.md,.md,620,LIKELY_PROJECT_AUTHORED,license-marker:CC; local text/code; no external URL detected; rights/license wording detected
CHANGELOG_v4_3_114.md,.md,576,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
memory.js,.js,44753,REVIEW_EXTERNAL_REFERENCES,1 external URL(s)
CHANGELOG_v4_14_13.md,.md,380,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
source-reader.js,.js,1180,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
site-shell.js,.js,14676,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
luxdot-ui-lock.css,.css,13135,REVIEW_EXTERNAL_REFERENCES,1 external URL(s)
CHANGELOG_v2_9_5.md,.md,2166,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
praxis.html,.html,3542,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
research-dossier.css,.css,1732,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
TEST_REPORT_v4_3_99_LANGUAGE_CORE_REPAIR.md,.md,1738,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_65.md,.md,560,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
laws-principles.css,.css,3805,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
VERSION_MEMORY_SYMBOLS.txt,.txt,7,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
I18N_COVERAGE_v4_3_115.md,.md,1165,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
urania-nassau.html,.html,30803,REVIEW_EXTERNAL_REFERENCES,12 external URL(s)
humanity.js,.js,8252,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
savior-atlas.html,.html,13028,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
TEST_REPORT_v4_3_84.md,.md,19,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
joseph-karo.html,.html,6276,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
laws-principles-i18n.js,.js,9672,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
safed-kabbalah-messianism.html,.html,5821,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
TEST_REPORT_v4_6_0.md,.md,151,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_92.md,.md,730,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_84.md,.md,661,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v2_9_1.md,.md,1404,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
ARABIC_MASTER_v2_9_1.md,.md,4037,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
hoogstraten.html,.html,23805,REVIEW_EXTERNAL_REFERENCES,14 external URL(s)
CHANGELOG_v4_3_23.md,.md,661,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_8.md,.md,791,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
TEST_REPORT_v4_3_122.md,.md,215,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
reiderland-i18n.js,.js,33532,REVIEW_EXTERNAL_REFERENCES,18 external URL(s); rights/license wording detected
quran.html,.html,4186,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
ghouta-chemical-memory.html,.html,20971,REVIEW_EXTERNAL_REFERENCES,7 external URL(s)
oosterhout-1422-people-land.html,.html,11981,REVIEW_EXTERNAL_REFERENCES,3 external URL(s)
guardian-benefactor-i18n.js,.js,10746,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
memory-invite.js,.js,1006,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
west-brabant-family-memory-network.html,.html,15771,REVIEW_EXTERNAL_REFERENCES,30 external URL(s)
CHANGELOG_v4_3_14.md,.md,1247,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
humanity.css,.css,3579,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
withagen-research.css,.css,2555,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
sacred-25km-atlas.js,.js,933,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
luxdot-charter.html,.html,3438,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_90.md,.md,623,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
radio-syrian-day-schedule.json,.json,418,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
TEST_REPORT_v4_3_12.md,.md,612,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_7.md,.md,1063,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_115.md,.md,841,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_5.md,.md,627,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
chaam-deep-history.html,.html,26939,REVIEW_EXTERNAL_REFERENCES,26 external URL(s)
jewish-research.css,.css,2424,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
luxdot-method-lab.html,.html,5547,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_26.md,.md,379,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
arabic-surface-v4160.js,.js,3525,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
brother-roger-memory.html,.html,6935,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
LOCAL_MEMORY_IMAGE_MANIFEST_v2_9_7.md,.md,1173,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_14_14.md,.md,534,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_31_RESEARCH_SKY.md,.md,567,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
WITNESS_PRIVACY_AND_EDITORIAL_PROTOCOL.md,.md,1099,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
luxdot-research-standard-preview.js,.js,1490,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
memory-invite.css,.css,2582,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
abraham-maimonides-sufi-bridge.html,.html,6576,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
templar-land-chain.html,.html,10184,REVIEW_EXTERNAL_REFERENCES,3 external URL(s)
mahdi-matrix.html,.html,12349,REVIEW_EXTERNAL_REFERENCES,6 external URL(s)
erasmus.html,.html,7216,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
van-velthoven-grote-kerk.html,.html,9157,REVIEW_EXTERNAL_REFERENCES,15 external URL(s)
sephardic-continuity-ovadia-yitzhak.html,.html,7066,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
CHANGELOG_v4_14_16.md,.md,189,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_55.md,.md,640,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
erasmus.js,.js,45471,REVIEW_EXTERNAL_REFERENCES,13 external URL(s)
primbon-java.html,.html,6497,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
pulse-methodology.html,.html,4240,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
TEST_REPORT_v4_5_0.md,.md,234,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
javanese-texts.html,.html,6447,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
radio.html,.html,21503,REVIEW_EXTERNAL_REFERENCES,license-marker:CC; 3 external URL(s); rights/license wording detected
research-graph.css,.css,12672,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
TEST_REPORT_v2_9_5.md,.md,1061,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
research-manifest.json,.json,85680,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
TEST_REPORT_v4_3_124.md,.md,387,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
totalitarian-victims-memory.html,.html,12932,REVIEW_EXTERNAL_REFERENCES,3 external URL(s)
CHANGELOG_v4_14_1.md,.md,727,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
TEST_REPORT_v4_3_13.md,.md,399,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_87.md,.md,675,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_74.md,.md,715,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
yitzhak-yosef.html,.html,6265,REVIEW_EXTERNAL_REFERENCES,license-marker:CC; 3 external URL(s)
TEST_REPORT_v4_3_98_HEBREW_ACTIVATION_QA.md,.md,1053,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
research-media.js,.js,2180,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
luxdot-method.html,.html,8837,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
erasmus.css,.css,13072,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
chaam-genealogy.js,.js,7859,REVIEW_EXTERNAL_REFERENCES,1 external URL(s)
name-date-matrix.html,.html,23658,REVIEW_EXTERNAL_REFERENCES,15 external URL(s)
CHANGELOG_v4_3_103.md,.md,742,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
withagen-family.html,.html,12707,REVIEW_EXTERNAL_REFERENCES,20 external URL(s)
paulina-withagen-rescue.html,.html,10875,REVIEW_EXTERNAL_REFERENCES,10 external URL(s)
christian-apocalyptic-numbers-newton.html,.html,4676,REVIEW_EXTERNAL_REFERENCES,3 external URL(s)
memory-data.js,.js,28624,REVIEW_EXTERNAL_REFERENCES,39 external URL(s)
templars-master.html,.html,10900,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
adhan-clock.js,.js,2559,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
jochem-van-velthoven.html,.html,19633,REVIEW_EXTERNAL_REFERENCES,25 external URL(s)
TEST_REPORT_v2_9_6.md,.md,438,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
language-core.js,.js,6287,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
dao.html,.html,8631,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
QA_REPORT_v4_15_0.md,.md,587,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_125.md,.md,632,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
projects.html,.html,32146,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected; rights/license wording detected
kojiki.html,.html,9533,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
CHANGELOG_v4_13_0.md,.md,798,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_77.md,.md,1389,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_47.md,.md,722,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_124.md,.md,609,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_14_7.md,.md,857,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
adhan-radio.js,.js,408,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_123.md,.md,598,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
TEST_REPORT_v4_4_1.md,.md,69,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
savior-deepening-i18n.js,.js,17453,REVIEW_EXTERNAL_REFERENCES,4 external URL(s)
DOCUMENT_REGISTRY.md,.md,4486,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
QA_FILE_MANIFEST_v2_9_4.txt,.txt,3564,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
research-views-v3.js,.js,8924,REVIEW_EXTERNAL_REFERENCES,1 external URL(s)
maimonides-messiah-test.html,.html,8284,REVIEW_EXTERNAL_REFERENCES,4 external URL(s)
CHANGELOG_v4_1_0.md,.md,1393,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
republic-reader.html,.html,2460,REVIEW_EXTERNAL_REFERENCES,1 external URL(s); rights/license wording detected
TEST_REPORT_v4_5_1.md,.md,91,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
TEST_REPORT_v4_3_110.md,.md,391,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
jewish-research-center.html,.html,7172,REVIEW_EXTERNAL_REFERENCES,3 external URL(s)
CHANGELOG_v4_4_1.md,.md,361,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
TEST_REPORT_v4_3_2.md,.md,1509,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
hikma-reader.js,.js,8587,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
java-script.html,.html,64314,REVIEW_EXTERNAL_REFERENCES,33 external URL(s)
CHANGELOG_v4_3_56.md,.md,822,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
messianic-method-comparison.html,.html,4299,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_21.md,.md,602,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
totalitarianism-reader.html,.html,2606,REVIEW_EXTERNAL_REFERENCES,1 external URL(s); rights/license wording detected
jansen-de-koning-network.html,.html,32700,REVIEW_EXTERNAL_REFERENCES,20 external URL(s)
talmud-messiah.html,.html,5825,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
scripture-reader-v43108.js,.js,3518,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
TEST_REPORT_v4_3_31_1_RESEARCH_SKY.md,.md,1061,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_31.md,.md,872,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
styles.css,.css,42621,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
faith.html,.html,7941,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
media-news.css,.css,5625,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
TEST_REPORT_v4_2_0.md,.md,1651,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_0_0.md,.md,862,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
TEST_REPORT_v4_3_7.md,.md,1023,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_97.md,.md,886,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_46.md,.md,664,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_67.md,.md,1046,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_70.md,.md,963,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
TEST_REPORT_v4_3_111.md,.md,788,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
prince-claus-bridge.html,.html,24597,REVIEW_EXTERNAL_REFERENCES,license-marker:CC; 23 external URL(s); rights/license wording detected
CHANGELOG_v4_3_42.md,.md,206,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
red-heifer.html,.html,2143,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
site-quality.js,.js,1824,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_75.md,.md,549,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_66.md,.md,618,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
praxis.css,.css,3226,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_76.md,.md,471,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
senses-of-knowledge.css,.css,1807,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v2_9_6.md,.md,890,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_24.md,.md,753,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_15_0.md,.md,588,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
abulafia-comparative-lab.html,.html,4721,REVIEW_EXTERNAL_REFERENCES,1 external URL(s)
TEST_REPORT_v4_3_70_REIDERLAND_MEDIA_MAP.md,.md,734,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_4_0.md,.md,722,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_51.md,.md,711,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
karo-decision-method.html,.html,6679,REVIEW_EXTERNAL_REFERENCES,3 external URL(s)
TEST_REPORT_v3_0_0.md,.md,1149,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
withagen-chaam-toponym.html,.html,10499,REVIEW_EXTERNAL_REFERENCES,10 external URL(s)
TEST_REPORT_v4_3_11.md,.md,1781,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_81.md,.md,518,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
TEST_REPORT_v4_3_85.md,.md,461,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
chaam-sacred-memory.html,.html,15558,REVIEW_EXTERNAL_REFERENCES,18 external URL(s)
CHANGELOG_v4_3_54.md,.md,517,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_85.md,.md,953,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
ARABIC_SURFACE_AUDIT_v4_16_0.md,.md,5181,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
research.html,.html,20313,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
compat.css,.css,2575,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v4_3_0.md,.md,2240,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
prewriting-history.html,.html,2033,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
ter-brake-power-network.html,.html,28038,REVIEW_EXTERNAL_REFERENCES,9 external URL(s)
CHANGELOG_v4_10_0.md,.md,584,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
luxdot-radio.js,.js,20695,REVIEW_EXTERNAL_REFERENCES,license-marker:CC; 3 external URL(s); rights/license wording detected
CHANGELOG_v4_3_63.md,.md,1105,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
CHANGELOG_v2_9_7.md,.md,757,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
kees-van-wanrooij.html,.html,17540,REVIEW_EXTERNAL_REFERENCES,11 external URL(s)
audio-library.html,.html,4811,REVIEW_EXTERNAL_REFERENCES,2 external URL(s)
CHANGELOG_v4_3_110.md,.md,449,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
tongerlo-fourteen-churches.html,.html,24666,REVIEW_EXTERNAL_REFERENCES,16 external URL(s)
CHANGELOG_v4_3_25.md,.md,807,LIKELY_PROJECT_AUTHORED,local text/code; no external URL detected
